filename,relevance_score,coherence_score,accuracy_score,fluency_score
INQ000350057.txt,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665
INQ000383998.txt,4.0,4.0,4.0,4.0
INQ000412042.txt,4.0,4.333333333333333,4.0,3.0
INQ000383585.txt,4.666666666666667,4.333333333333333,4.333333333333333,4.0
INQ000395589.txt,3.6666666666666665,3.3333333333333335,2.3333333333333335,4.0
INQ000385719.txt,4.0,4.0,4.0,4.333333333333333
INQ000396684.txt,4.166666666666667,4.0,3.6666666666666665,4.0
INQ000350513.txt,4.333333333333333,4.0,4.333333333333333,4.0
INQ000383581.txt,4.0,4.0,4.0,2.6666666666666665
INQ000350691.txt,4.0,4.0,4.333333333333333,3.3333333333333335
INQ000350094.txt,4.0,4.0,4.0,1.3333333333333333
INQ000396686.txt,4.0,4.0,2.3333333333333335,2.6666666666666665
INQ000395913.txt,2.0,3.0,2.0,3.6666666666666665
INQ000400585.txt,4.333333333333333,4.0,3.1666666666666665,3.8333333333333335
INQ000396685.txt,3.3888888888888893,4.0,4.0,3.7222222222222228
Average,3.8814814814814818,3.911111111111111,3.611111111111111,3.414814814814815
