filename,relevance_score,coherence_score,accuracy_score,fluency_score
INQ000350057.txt,2.3333333333333335,2.6666666666666665,3.3333333333333335,2.6666666666666665
INQ000383998.txt,1.6666666666666667,2.0,2.6666666666666665,2.0
INQ000412042.txt,3.6666666666666665,4.0,4.0,3.3333333333333335
INQ000383585.txt,4.0,4.0,4.0,4.0
INQ000395589.txt,2.0,1.3333333333333333,2.0,2.6666666666666665
INQ000385719.txt,3.3333333333333335,3.6666666666666665,3.3333333333333335,2.6666666666666665
INQ000396684.txt,3.8333333333333335,4.0,3.1666666666666665,3.8333333333333335
INQ000350513.txt,3.0,2.0,2.0,2.6666666666666665
INQ000383581.txt,4.0,4.0,4.0,4.0
INQ000350691.txt,3.6666666666666665,4.0,3.3333333333333335,4.0
INQ000350094.txt,3.3333333333333335,4.0,2.6666666666666665,4.0
INQ000396686.txt,3.6666666666666665,3.3333333333333335,3.0,2.0
INQ000395913.txt,2.3333333333333335,2.0,2.0,1.3333333333333333
INQ000400585.txt,0.0,0.3333333333333333,0.16666666666666666,0.0
INQ000396685.txt,3.888888888888889,3.555555555555556,3.888888888888889,4.111111111111111
Average,2.9814814814814814,2.992592592592593,2.9037037037037035,2.885185185185185
